tip	date	distance	residual
Reunion_EPI_ISL_19902354_2025-01-06	2025.013698630137	2.705150498982003E-4	7.40326511029834E-5
Reunion_EPI_ISL_19902400_2025-02-08	2025.1041095890412	2.705150498982003E-4	2.5734329757086893E-5
Reunion_EPI_ISL_19902419_2024-12-27	2024.9863387978141	2.705150498982003E-4	8.86485117190019E-5
Mauritius_37370_PLAINEWILHEMS_LOCAL_2025-04-02	2025.2493150684932	4.603185498982001E-4	1.3796779850478136E-4
Mauritius_48978_PLAINE_WILHEMS_LOCAL_2025-05-09	2025.3506849315067	5.491933498982002E-4	1.7268993517746993E-4
Mauritius_49238_BLACK_RIVER_LOCAL_2025-05-11	2025.3561643835617	6.416116498982001E-4	2.6218106418676235E-4
Mauritius_52616_Uknown_LOCAL_2025-05-17	2025.372602739726	5.583213498982001E-4	1.7010925121486195E-4
Mauritius_62433_BLACK_RIVER_LOCAL_2025-06-01	2025.4136986301369	0.0010104307498982003	6.00264868785111E-4
Reunion_EPI_ISL_19902422_2025-03-20	2025.213698630137	3.641422498982002E-4	6.081810994382507E-5
Mauritius_49322_PAMPLEMOUSSES_LOCAL_2025-05-12	2025.358904109589	3.672084498982002E-4	-1.3685721308480273E-5
Mauritius_52678_SAVANNE_LOCAL_2025-05-19	2025.3780821917808	8.329545498982002E-4	4.4181528022415456E-4
Mauritius_65865_PAMPLEMOUSSES_LOCAL_2025-06-10	2025.4383561643835	0.0010176707498982002	5.943325993270382E-4
Reunion_EPI_ISL_19902307_2025-03-05	2025.172602739726	3.647606498982002E-4	8.339029237379821E-5
Reunion_EPI_ISL_19902468_2025-03-15	2025.2	4.5364824989820013E-4	1.5764203742048272E-4
Mauritius_37574_PAMPLEMOUSSES_LOCAL_2025-04-02	2025.2493150684932	2.7390294989820027E-4	-4.8447801495218466E-5
Mauritius_39731_BLACK-RIVER_LOCAL_2025-04-18	2025.2931506849316	2.761615498982003E-4	-6.960656942065635E-5
Mauritius_45217_BLACK-RIVER_LOCAL_2025-04-18	2025.2931506849316	2.772908498982003E-4	-6.847726942065636E-5
Mauritius_45318_RIVIEREDUREMPART_LOCAL_2025-04-20	2025.2986301369863	2.772908498982003E-4	-7.140444041114181E-5
Mauritius_45095_PAMPLEMOUSSES_LOCAL_2025-04-18	2025.2931506849316	2.7503224989820026E-4	-7.073586942065639E-5
Mauritius_47490_PORT_LOUIS_LOCAL_2025-04-29	2025.323287671233	3.763763498982002E-4	1.4508790130785389E-5
Mauritius_52816_Uknown_LOCAL_2025-05-18	2025.3753424657534	5.199287498982002E-4	1.302530657196193E-4
Mauritius_66806_PAMPLEMOUSSES_LOCAL_2025-06-16	2025.454794520548	5.490386498982001E-4	1.1691898635513768E-4
Mauritius_61272_Uknown_LOCAL_2025-05-26	2025.3972602739725	3.675910498982002E-4	-3.379331824298861E-5
Mauritius_62487_PORT_LOUIS_LOCAL_2025-06-01	2025.4136986301369	4.527568498982001E-4	4.2590968785110846E-5
Mauritius_36977_PLAINEWILHEMS_LOCAL_2025-03-30	2025.2410958904109	2.716443498982003E-4	-4.6315645009268225E-5
Mauritius_49879_Uknown_LOCAL_2025-05-16	2025.3698630136987	3.628619498982002E-4	-2.3886563289895232E-5
Mauritius_62510_BLACK_RIVER_LOCAL_2025-06-01	2025.4136986301369	0.0011013878498982	6.912219687851108E-4
Mauritius_52448_PAMPLEMOUSSES_LOCAL_2025-05-16	2025.3698630136987	3.618285498982002E-4	-2.4919963289895262E-5
Mauritius_37788_PAMPLEMOUSSES_LOCAL_2025-04-04	2025.2547945205479	2.772908498982003E-4	-4.798707248592594E-5
Mauritius_65464_RIVIERE_DU_REMPART_LOCAL_2025-06-06	2025.427397260274	4.574472498982001E-4	3.9963441308453116E-5
Mauritius_66440_BLACK_RIVER_LOCAL_2025-06-12	2025.4438356164383	6.444115498982001E-4	2.1814622833633065E-4
Mauritius_54149_PLAINE_WILHEMS_LOCAL_2025-05-20	2025.3808219178081	3.646211498982002E-4	-2.798170527108817E-5
Mauritius_48990_RIVIERE_DU_REMPART_LOCAL_2025-05-10	2025.3534246575343	2.7390294989820027E-4	-1.0406405031777269E-4
Reunion_EPI_ISL_19902282_2025-04-07	2025.2630136986302	3.616828498982002E-4	3.201417102812376E-5
Mauritius_45678_PAMPLEMOUSSES_LOCAL_2025-04-22	2025.304109589041	2.7390294989820027E-4	-7.771951140184933E-5
Mauritius_53875_RIVIERE_DU_REMPART_LOCAL_2025-05-19	2025.3780821917808	5.477988498982002E-4	1.566595802241545E-4
Mauritius_48723_BLACK_RIVER_LOCAL_2025-05-09	2025.3506849315067	3.780733498982002E-4	1.5699351774699525E-6
Mauritius_64900_PAMPLEMOUSSES_LOCAL_2025-06-04	2025.4219178082192	0.0010630047498982002	6.484481122989386E-4
Mauritius_53894_PAMPLEMOUSSES_LOCAL_2025-05-18	2025.3753424657534	3.654964498982002E-4	-2.4179234280380672E-5
Mauritius_62473_RIVIERE_DU_REMPART_LOCAL_2025-06-02	2025.4164383561645	3.656119498982002E-4	-4.601751671035384E-5
Mayotte_EPI_ISL_19902270_2025-04-11	2025.2739726027398	2.682564498982003E-4	-6.726657095329112E-5
Mauritius_48106_RODRIGUES_LOCAL_2025-05-03	2025.3342465753424	3.5835944989820017E-4	-9.362451850407577E-6
Mauritius_61131_Uknown_LOCAL_2025-05-24	2025.3917808219178	3.5948874989820016E-4	-3.896844725250322E-5
Mauritius_65752_PAMPLEMOUSSES_LOCAL_2025-06-09	2025.4356164383562	5.474686498982001E-4	1.2559408482228085E-4
Mauritius_62475_PORT_LOUIS_LOCAL_2025-06-01	2025.4136986301369	3.572301498982002E-4	-5.293573121488909E-5
Reunion_EPI_ISL_19902339_2025-03-06	2025.1753424657534	2.660051498982003E-4	-1.6828793121444424E-5
Reunion_EPI_ISL_19902361_2025-03-30	2025.2410958904109	2.660053498982003E-4	-5.1954645009268216E-5
Reunion_EPI_ISL_19902397_2025-03-12	2025.1917808219177	3.555770498982002E-4	6.396159390665505E-5
Mayotte_EPI_ISL_19902274_2025-03-28	2025.2356164383561	1.7485574989820025E-4	-1.4017707401856077E-4
Reunion_EPI_ISL_19902348_2024-11-27	2024.9043715846994	1.7485574989820025E-4	3.677681055450039E-5
Reunion_EPI_ISL_19902337_2025-02-03	2025.0904109589042	1.7485574989820025E-4	-6.260704276625544E-5
Reunion_EPI_ISL_19902315_2025-03-17	2025.2054794520548	1.7485574989820025E-4	-1.240776335700026E-4
Reunion_EPI_ISL_19902322_2024-12-30	2024.9945355191257	1.7485574989820025E-4	-1.1389548164792253E-5
Reunion_EPI_ISL_19902305_2024-11-18	2024.879781420765	1.7485574989820025E-4	4.991309020521657E-5
Reunion_EPI_ISL_19902441_2024-11-22	2024.8907103825136	1.7485574989820025E-4	4.407474369386117E-5
Reunion_EPI_ISL_19902377_2025-01-28	2025.0739726027398	1.7485574989820025E-4	-5.3825529794355E-5
Reunion_EPI_ISL_19902318_2024-12-19	2024.964480874317	1.7485574989820025E-4	4.665904741712643E-6
Reunion_EPI_ISL_19902342_2025-01-20	2025.0520547945205	1.7485574989820025E-4	-4.211684583152502E-5
Reunion_EPI_ISL_19902284_2025-01-19	2025.0493150684931	1.7485574989820025E-4	-4.0653260336282295E-5
Reunion_EPI_ISL_19902385_2024-12-18	2024.9617486338798	1.7485574989820025E-4	6.125491369495981E-6
Reunion_EPI_ISL_19902469_2024-12-27	2024.9863387978141	1.7485574989820025E-4	-7.01078828099815E-6
Reunion_EPI_ISL_19902335_2024-12-30	2024.9945355191257	1.7485574989820025E-4	-1.1389548164792253E-5
Reunion_EPI_ISL_19902341_2025-01-14	2025.035616438356	1.7485574989820025E-4	-3.333533285962458E-5
Reunion_EPI_ISL_19902298_2024-11-29	2024.9098360655737	1.7485574989820025E-4	3.3857637298933716E-5
Reunion_EPI_ISL_19902334_2024-12-19	2024.964480874317	1.7485574989820025E-4	4.665904741712643E-6
Reunion_EPI_ISL_19902310_2024-11-05	2024.844262295082	1.7485574989820025E-4	6.888771636728814E-5
Reunion_EPI_ISL_19902293_2025-01-02	2025.0027397260274	1.7485574989820025E-4	-1.57723069158237E-5
Reunion_EPI_ISL_19902331_2025-01-15	2025.0383561643835	1.7485574989820025E-4	-3.4798918354867305E-5
Reunion_EPI_ISL_19902395_2025-02-12	2025.1150684931506	1.7485574989820025E-4	-7.57793122241061E-5
Reunion_EPI_ISL_19902309_2025-03-27	2025.2328767123288	1.7485574989820025E-4	-1.3871348852331804E-4
Reunion_EPI_ISL_19902431_2025-01-24	2025.0630136986301	1.7485574989820025E-4	-4.797118781294001E-5
Reunion_EPI_ISL_19902287_2024-11-16	2024.8743169398906	1.7485574989820025E-4	5.283226346100529E-5
Reunion_EPI_ISL_19902442_2024-11-14	2024.8688524590164	1.7485574989820025E-4	5.5751436716571965E-5
Reunion_EPI_ISL_19902314_2025-03-22	2025.2191780821918	1.7485574989820025E-4	-1.3139556104666033E-4
Reunion_EPI_ISL_19902281_2024-12-16	2024.9562841530055	1.7485574989820025E-4	9.044664625284702E-6
Reunion_EPI_ISL_19902390_2025-01-06	2025.013698630137	1.7485574989820025E-4	-2.1626648897016645E-5
Reunion_EPI_ISL_19902303_2025-01-30	2025.0794520547945	1.7485574989820025E-4	-5.675270078484045E-5
Reunion_EPI_ISL_19902388_2025-01-03	2025.0054794520547	1.7485574989820025E-4	-1.7235892411066424E-5
Reunion_EPI_ISL_19902435_2024-12-26	2024.983606557377	1.7485574989820025E-4	-5.551201653214812E-6
Reunion_EPI_ISL_19902460_2024-12-13	2024.948087431694	1.7485574989820025E-4	1.342342450885676E-5
Mauritius_52621_PAMPLEMOUSSES_LOCAL_2025-05-17	2025.372602739726	3.611548498982002E-4	-2.705724878513798E-5
Mauritius_62355_PAMPLEMOUSSES_LOCAL_2025-05-31	2025.4109589041095	3.642966498982002E-4	-4.440564571964634E-5
Mauritius_54119_Uknown_LOCAL_2025-05-20	2025.3808219178081	2.6854844989820026E-4	-1.2405440527108813E-4
Reunion_EPI_ISL_19902316_2025-04-06	2025.2602739726028	3.5559264989820015E-4	2.7387556523366427E-5
Reunion_EPI_ISL_19902369_2025-03-21	2025.2164383561644	3.5559264989820015E-4	5.08049244485823E-5
Reunion_EPI_ISL_19902292_2025-04-09	2025.268493150685	2.6489914989820027E-4	-6.769669996258367E-5
Reunion_EPI_ISL_19902383_2025-01-20	2025.0520547945205	2.648650498982003E-4	4.7892454168475026E-5
Mauritius_47796_GRAND_PORT_LOCAL_2025-05-02	2025.331506849315	1.7711434989820026E-4	-1.8914396635516477E-4
Mauritius_65230_BLACK_RIVER_LOCAL_2025-06-06	2025.427397260274	1.7711434989820026E-4	-2.4036945869154673E-4
Reunion_EPI_ISL_19902329_2025-03-31	2025.2438356164384	3.5446844989820016E-4	3.504486949526688E-5
Mauritius_61008_Uknown_LOCAL_2025-05-25	2025.3945205479451	5.416356498982002E-4	1.417148672522541E-4
Mauritius_61507_Uknown_LOCAL_2025-05-27	2025.4	4.4655674989820015E-4	4.370879626154655E-5
Mauritius_65857_FLACQ_LOCAL_2025-06-10	2025.4383561643835	6.762263498982002E-4	2.528881993270382E-4
Reunion_EPI_ISL_19902378_2025-02-10	2025.109589041096	2.6487464989820026E-4	1.7166758766379363E-5
Mayotte_EPI_ISL_19902459_2025-04-12	2025.2767123287672	1.7485574989820025E-4	-1.621308564485339E-4
Reunion_EPI_ISL_19902370_2025-01-13	2025.0328767123287	3.544600498982002E-4	1.4773255263561807E-4
Reunion_EPI_ISL_19902436_2025-03-31	2025.2438356164384	2.6487364989820025E-4	-5.4549930504733035E-5
Mauritius_38776_RIVIEREDUREMPART_LOCAL_2025-04-10	2025.2712328767122	2.659806498982003E-4	-6.807878545782639E-5
Mauritius_54698_GRAND_PORT_LOCAL_2025-05-23	2025.3890410958904	2.676703498982003E-4	-1.2932326175703833E-4
Reunion_EPI_ISL_19902408_2025-03-01	2025.1616438356164	2.6264744989820026E-4	-1.2868565644786733E-5
Mauritius_49864_RODRIGUES_LOCAL_2025-05-14	2025.3643835616438	4.444182498982002E-4	6.0596907700812247E-5
Mauritius_62274_RIVIERE_DU_REMPART_LOCAL_2025-05-31	2025.4109589041095	4.471163498982002E-4	3.8414054280353665E-5
Mauritius_65666_MOKA_LOCAL_2025-06-08	2025.4328767123288	3.5545934989820023E-4	-6.49516296824763E-5
Mauritius_66863_PLAINE_WILHEMS_LOCAL_2025-06-12	2025.4438356164383	3.537665498982002E-4	-7.249877166366927E-5
Mauritius_37988_BLACK-RIVER_LOCAL_2025-04-04	2025.2547945205479	3.232804498982002E-4	-1.9974724859260365E-6
Reunion_EPI_ISL_19902349_2025-03-26	2025.2301369863014	3.546128498982002E-4	4.2507196971924616E-5
Mauritius_38408_PAMPLEMOUSSES_RODRIGUES_2025-04-07	2025.2630136986302	3.220231498982002E-4	-7.645528971876256E-6
Mauritius_45147_FLACQ_LOCAL_2025-04-19	2025.295890410959	3.208938498982002E-4	-2.633785491589917E-5
Mauritius_48128_RODRIGUES_LOCAL_2025-05-05	2025.3397260273973	3.193930498982002E-4	-5.1256022841115025E-5
Mauritius_47747_PAMPLEMOUSSES_LOCAL_2025-05-02	2025.331506849315	4.485683498982002E-4	8.231003364483517E-5
Reunion_EPI_ISL_19902415_2025-03-31	2025.2438356164384	3.577926498982002E-4	3.836906949526692E-5
Reunion_EPI_ISL_19902297_2025-02-05	2025.0958904109589	2.7006584989820026E-4	2.9675886243037076E-5
Reunion_EPI_ISL_19902458_2025-04-02	2025.2493150684932	2.7006584989820026E-4	-5.228490149521847E-5
Reunion_EPI_ISL_19902356_2025-01-14	2025.035616438356	2.7006584989820026E-4	6.187476714037543E-5
Reunion_EPI_ISL_19902375_2025-02-10	2025.109589041096	2.7006584989820026E-4	2.235795876637936E-5
Reunion_EPI_ISL_19902374_2025-02-24	2025.1479452054793	2.7006584989820026E-4	1.8677618318709856E-6
Reunion_EPI_ISL_19902352_2025-02-18	2025.131506849315	2.7006584989820026E-4	1.0649274803771426E-5
Reunion_EPI_ISL_19902306_2025-04-06	2025.2602739726028	7.240457498982002E-4	3.9584065652336644E-4
Reunion_EPI_ISL_19902347_2025-04-14	2025.282191780822	4.5255914989820014E-4	1.1264537256075848E-4
Reunion_EPI_ISL_19902379_2025-01-28	2025.0739726027398	3.611781498982002E-4	1.3249687020564497E-4
Reunion_EPI_ISL_19902317_2025-02-09	2025.1068493150685	4.5127114989820013E-4	2.05026844261844E-4
Reunion_EPI_ISL_19902381_2025-03-07	2025.1780821917807	3.6116944989820023E-4	7.68719213833128E-5
Reunion_EPI_ISL_19902304_2025-02-20	2025.13698630137	2.6893654989820027E-4	6.592803813063942E-6
Mauritius_45972_2025-04-25	2025.3123287671233	5.715986498982001E-4	2.1558543211220031E-4
Mauritius_54807_BLACK_RIVER_LOCAL_2025-05-24	2025.3917808219178	8.154640498982003E-4	4.170068527474969E-4
Mauritius_65263_BLACK_RIVER_LOCAL_2025-06-06	2025.427397260274	7.248493498982002E-4	3.0736554130845323E-4
Mauritius_62302_SAVANNE_LOCAL_2025-05-31	2025.4109589041095	6.325375498982002E-4	2.2383525428035364E-4
Reunion_EPI_ISL_19902467_2025-02-25	2025.150684931507	3.572139498982002E-4	8.755227633640614E-5
Reunion_EPI_ISL_19902336_2025-03-27	2025.2328767123288	6.303515498982001E-4	3.1678231147668184E-4
Reunion_EPI_ISL_19902359_2025-03-14	2025.1972602739727	5.364157498982001E-4	2.4187312291594747E-4
Reunion_EPI_ISL_19902279_2025-02-26	2025.1534246575343	2.648872498982003E-4	-6.238009158836494E-6
Reunion_EPI_ISL_19902432_2025-01-24	2025.0630136986301	2.648872498982003E-4	4.206031218706002E-5
Reunion_EPI_ISL_19902420_2025-02-19	2025.1342465753426	2.648872498982003E-4	4.007089308528716E-6
Reunion_EPI_ISL_19902394_2025-03-07	2025.1780821917807	4.435078498982002E-4	1.5921032138331277E-4
Reunion_EPI_ISL_19902433_2025-02-17	2025.1287671232876	5.324454498982002E-4	2.744924602992361E-4
Mauritius_38316_RIVIEREDUREMPART_LOCAL_2025-04-08	2025.2657534246575	3.909147498982002E-4	5.978248553265898E-5
Reunion_EPI_ISL_19902407_2025-03-19	2025.2109589041097	3.531502498982002E-4	5.128969543928986E-5
Reunion_EPI_ISL_19902409_2025-03-05	2025.172602739726	3.531608498982002E-4	7.179049237379822E-5
Mauritius_39529_PORT-LOUIS_LOCAL_2025-04-16	2025.2876712328766	3.5632384989820023E-4	1.3482901570051082E-5
Mauritius_65017_FLACQ_LOCAL_2025-06-04	2025.4219178082192	6.335299498982002E-4	2.1897331229893868E-4
Mauritius_66753_PAMPLEMOUSSES_LOCAL_2025-06-14	2025.4493150684932	7.273333498982002E-4	2.981408573456232E-4
Mayotte_EPI_ISL_19902271_2025-04-11	2025.2739726027398	2.6900394989820027E-4	-6.651907095329117E-5
Reunion_EPI_ISL_19902466_2025-03-24	2025.2246575342465	2.6900394989820027E-4	-4.01745320373678E-5
Mauritius_49912_PORT_LOUIS_LOCAL_2025-05-15	2025.3671232876711	5.419067498982003E-4	1.566218222055696E-4
Reunion_EPI_ISL_19902391_2025-04-12	2025.2767123287672	2.6798444989820027E-4	-6.90021564485339E-5
Mayotte_EPI_ISL_19902277_2025-04-01	2025.2465753424658	1.7146784989820026E-4	-1.4941931599997575E-4
Mauritius_48578_BLACK_RIVER_LOCAL_2025-05-07	2025.345205479452	7.174321498982002E-4	3.438559061681775E-4
Mauritius_52845_PORT_LOUIS_LOCAL_2025-05-18	2025.3753424657534	4.4943224989820027E-4	5.975656571961937E-5
Mauritius_52421_BLACK_RIVER_LOCAL_2025-05-16	2025.3698630136987	2.6261164989820025E-4	-1.241368632898952E-4
Reunion_EPI_ISL_19902372_2025-02-10	2025.109589041096	3.5167114989820026E-4	1.0396325876637936E-4
Mayotte_EPI_ISL_19902275_2025-03-27	2025.2328767123288	2.5930414989820027E-4	-5.4265088523318026E-5
Mauritius_38628_RIVIEREDUREMPART_LOCAL_2025-04-10	2025.2712328767122	3.500463498982003E-4	1.5986914542173605E-5
Reunion_EPI_ISL_19902312_2025-03-22	2025.2191780821918	2.5812534989820026E-4	-4.812596104666032E-5
Reunion_EPI_ISL_19902299_2025-03-09	2025.1835616438357	7.939384989820026E-5	-2.0783084960739469E-4
Mauritius_62035_Uknown_LOCAL_2025-05-29	2025.4054794520548	2.8790485010179973E-4	-1.1787027452556136E-4
Mauritius_64750_RIVIERE_DU_REMPART_LOCAL_2025-06-03	2025.4191780821918	1.5940650101799734E-5	-3.9715240200221907E-4
Mauritius_47694_PAMPLEMOUSSES_LOCAL_2025-05-01	2025.3287671232877	4.8425925010179974E-4	1.1946451934367744E-4
Mayotte_EPI_ISL_19902272_2025-04-11	2025.2739726027398	1.0598295010179974E-4	-2.295400707496917E-4
Reunion_EPI_ISL_19902324_2025-03-13	2025.194520547945	1.9604125010179977E-4	-9.70377913849881E-5
Mauritius_36718_BLACK-RIVER_LOCAL_2025-03-28	2025.2356164383561	7.478356501017996E-4	4.328028261850386E-4
Mauritius_52469_PAMPLEMOUSSES_LOCAL_2025-05-16	2025.3698630136987	3.821581501017997E-4	-4.5903630862957384E-6
Mauritius_62100_BLACK_RIVER_LOCAL_2025-05-29	2025.4054794520548	1.1275875010179975E-4	-2.9301637452556134E-4
Mauritius_64798_FLACQ_LOCAL_2025-06-03	2025.4191780821918	5.786391501017997E-4	1.6554609799778093E-4
Mauritius_65504_RIVIERE_DU_REMPART_LOCAL_2025-06-07	2025.4301369863015	1.1162945010179974E-4	-3.0731794398341204E-4
Mauritius_54606_Uknown_LOCAL_2025-05-22	2025.386301369863	1.6141585010179976E-4	-2.3411417605819613E-4
Reunion_EPI_ISL_19902362_2025-04-04	2025.2547945205479	2.0053535010179977E-4	-1.2474257228232646E-4
Reunion_EPI_ISL_19902320_2025-04-12	2025.2767123287672	2.0170495010179978E-4	-1.3528165624493438E-4
Reunion_EPI_ISL_19902392_2025-01-22	2025.0575342465754	2.904694501017997E-4	7.05696833811449E-5
Mayotte_EPI_ISL_19902276_2025-03-29	2025.2383561643835	2.0056505010179976E-4	-1.1593135931042603E-4
Reunion_EPI_ISL_19902428_2025-01-10	2025.0246575342467	2.0039115010179976E-4	-1.9455906748321213E-6
Mauritius_38080_BLACK-RIVER_LOCAL_2025-04-06	2025.2602739726028	2.912310501017997E-4	-3.697404327303403E-5
Mauritius_48357_Uknown_LOCAL_2025-05-07	2025.345205479452	1.1050015010179974E-4	-2.63076093628223E-4
Mauritius_37775_PAMPLEMOUSSES_LOCAL_2025-04-04	2025.2547945205479	1.1388805010179975E-4	-2.1138987228232648E-4
Mauritius_49401_BLACK_RIVER_LOCAL_2025-05-13	2025.3616438356164	2.9344525010179966E-4	-8.891250660012352E-5
Mauritius_49627_SAVANNE_LOCAL_2025-05-15	2025.3671232876711	5.733015501017997E-4	1.8801662240916907E-4
Mauritius_66832_PAMPLEMOUSSES_LOCAL_2025-06-15	2025.4520547945206	3.905120501017997E-4	-4.014402794602E-5
Reunion_EPI_ISL_19902430_2025-01-03	2025.0054794520547	2.0282615010179978E-4	1.0734507792533102E-5
Mauritius_27211_PORT-LOUIS_LOCAL_2025-03-26	2025.2301369863014	1.1727595010179974E-4	-1.9482970282447582E-4
Reunion_EPI_ISL_19902405_2025-01-07	2025.0164383561644	1.1727595010179974E-4	-8.067003418888192E-5
Reunion_EPI_ISL_19902396_2025-01-06	2025.013698630137	1.1727595010179974E-4	-7.920644869341715E-5
Reunion_EPI_ISL_19902461_2025-01-13	2025.0328767123287	1.1727595010179974E-4	-8.945154716078236E-5
Reunion_EPI_ISL_19902302_2024-12-04	2024.9234972677596	1.1727595010179974E-4	-3.102009563682757E-5
Reunion_EPI_ISL_19902365_2025-02-12	2025.1150684931506	1.1727595010179974E-4	-1.333591120205066E-4
Reunion_EPI_ISL_19902443_2024-11-25	2024.8989071038252	1.1727595010179974E-4	-1.7883815986111394E-5
Reunion_EPI_ISL_19902323_2025-02-15	2025.123287671233	1.1727595010179974E-4	-1.3774986850667887E-4
Reunion_EPI_ISL_19902434_2024-11-18	2024.879781420765	1.1727595010179974E-4	-7.666709591183939E-6
Reunion_EPI_ISL_19902364_2024-09-26	2024.7349726775956	1.1727595010179974E-4	6.969138168510774E-5
Reunion_EPI_ISL_19902288_2024-12-07	2024.931693989071	1.1727595010179974E-4	-3.539885552039963E-5
Reunion_EPI_ISL_19902321_2024-10-25	2024.8142076502731	1.1727595010179974E-4	2.736336947739253E-5
Reunion_EPI_ISL_19902367_2025-01-28	2025.0739726027398	1.1727595010179974E-4	-1.1140532959075551E-4
Reunion_EPI_ISL_19902438_2024-12-18	2024.9617486338798	1.1727595010179974E-4	-5.1454308426904526E-5
Reunion_EPI_ISL_19902368_2024-11-27	2024.9043715846994	1.1727595010179974E-4	-2.0802989241900115E-5
Reunion_EPI_ISL_19902344_2025-02-08	2025.1041095890412	1.1727595010179974E-4	-1.2750477003931366E-4
Reunion_EPI_ISL_19902296_2024-12-23	2024.9754098360656	1.1727595010179974E-4	-5.875224156604326E-5
Reunion_EPI_ISL_19902330_2025-01-13	2025.0328767123287	1.1727595010179974E-4	-8.945154716078236E-5
Reunion_EPI_ISL_19902402_2025-02-26	2025.1534246575343	1.1727595010179974E-4	-1.5384930895523703E-4
Reunion_EPI_ISL_19902418_2024-12-11	2024.9426229508197	1.1727595010179974E-4	-4.1237202031755026E-5
Reunion_EPI_ISL_19902412_2024-08-27	2024.6530054644809	1.1727595010179974E-4	1.1347898052082832E-4
Reunion_EPI_ISL_19902346_2025-04-13	2025.2794520547945	1.1727595010179974E-4	-2.211742417403992E-4
Reunion_EPI_ISL_19902465_2025-01-04	2025.0082191780823	1.1727595010179974E-4	-7.62792777029317E-5
Reunion_EPI_ISL_19902427_2025-01-31	2025.0821917808219	1.1727595010179974E-4	-1.1579608607670573E-4
Reunion_EPI_ISL_19902338_2025-02-12	2025.1150684931506	1.1727595010179974E-4	-1.333591120205066E-4
Reunion_EPI_ISL_19902313_2024-12-14	2024.950819672131	1.1727595010179974E-4	-4.5615961915327084E-5
Reunion_EPI_ISL_19902363_2024-10-24	2024.811475409836	1.1727595010179974E-4	2.882295610517587E-5
Reunion_EPI_ISL_19902301_2025-02-03	2025.0904109589042	1.1727595010179974E-4	-1.2018684256265595E-4
Reunion_EPI_ISL_19902393_2024-12-14	2024.950819672131	1.1727595010179974E-4	-4.5615961915327084E-5
Reunion_EPI_ISL_19902464_2024-12-26	2024.983606557377	1.1727595010179974E-4	-6.313100144961532E-5
Reunion_EPI_ISL_19902319_2024-11-23	2024.8934426229507	1.1727595010179974E-4	-1.4964642730322673E-5
Reunion_EPI_ISL_19902326_2025-02-19	2025.1342465753426	1.1727595010179974E-4	-1.4360421048787182E-4
Reunion_EPI_ISL_19902470_2024-12-04	2024.9234972677596	1.1727595010179974E-4	-3.102009563682757E-5
Reunion_EPI_ISL_19902286_2025-01-02	2025.0027397260274	1.1727595010179974E-4	-7.33521067122242E-5
Reunion_EPI_ISL_19902351_2024-08-14	2024.6174863387978	1.1727595010179974E-4	1.324536066828999E-4
Reunion_EPI_ISL_19902426_2025-01-06	2025.013698630137	1.1727595010179974E-4	-7.920644869341715E-5
Reunion_EPI_ISL_19902384_2025-04-13	2025.2794520547945	1.1727595010179974E-4	-2.211742417403992E-4
Reunion_EPI_ISL_19902294_2025-03-19	2025.2109589041097	1.1727595010179974E-4	-1.8458460435711061E-4
Reunion_EPI_ISL_19902283_2024-12-06	2024.9289617486338	1.1727595010179974E-4	-3.393926889261629E-5
Reunion_EPI_ISL_19902345_2025-04-06	2025.2602739726028	1.1727595010179974E-4	-2.1092914327303398E-4
